City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,arteche,12.2645,125.4048,25.3,85,91,0.74,PH,1697492102
365,hermansverk,61.1846,6.8502,6.25,93,100,4.12,NO,1697492103
366,ca mau,9.1769,105.15,24.25,94,55,1.47,VN,1697492103
367,mar del plata,-38.0023,-57.5575,15.01,84,0,4.63,AR,1697492042
368,hammerfest,70.6634,23.6821,1.25,86,75,9.26,NO,1697491579
369,warrnambool,-38.3833,142.4833,11.04,65,4,1.68,AU,1697492104
370,norilsk,69.3535,88.2027,-1.86,97,100,1.72,RU,1697492105
371,khanty-mansiysk,61.0042,69.0019,8.06,100,0,1.0,RU,1697492035
372,saudarkrokur,65.7461,-19.6394,2.24,90,100,0.47,IS,1697492106
373,sao paulo de olivenca,-3.3783,-68.8725,28.6,70,93,1.49,BR,1697492025
374,douz,33.4663,9.0203,24.35,23,0,2.58,TN,1697491602
375,lulea,65.5842,22.1547,1.04,86,0,3.6,SE,1697492107
376,mannedorf,47.2569,8.6989,7.99,84,40,0.51,CH,1697492107
377,longboat key,27.4125,-82.659,22.03,54,40,7.72,US,1697492108
378,ancud,-41.8697,-73.8203,10.92,70,15,1.78,CL,1697492014
379,tolanaro,-25.0319,46.9987,23.04,83,75,4.12,MG,1697492056
380,angaur state,6.906,134.13,27.91,71,46,1.34,PW,1697491459
381,bam,29.106,58.357,22.27,26,1,1.73,IR,1697492110
382,malyye derbety,47.9547,44.6808,15.86,69,75,9.09,RU,1697492110
383,novodvinsk,64.4165,40.8122,3.77,78,89,4.56,RU,1697492111
384,ponta delgada,37.7333,-25.6667,20.66,77,40,4.02,PT,1697492111
385,altai,46.3722,96.2583,-3.44,61,53,0.8,MN,1697492112
386,juruti,-2.1522,-56.0922,31.75,43,71,1.95,BR,1697492112
387,at-bashi,41.1702,75.8106,4.91,51,79,2.25,KG,1697492113
388,otok,45.1467,18.8839,5.48,51,100,2.09,HR,1697492113
389,brooks,50.5834,-111.8851,17.99,50,100,2.57,CA,1697492113
390,morden,49.1919,-98.1014,18.24,42,53,3.09,CA,1697492114
391,mount gambier,-37.8333,140.7667,10.69,69,64,1.69,AU,1697491973
392,hastings,50.8552,0.5729,12.73,32,99,8.88,GB,1697492115
393,fortaleza,-3.7227,-38.5247,27.34,74,75,6.17,BR,1697491745
394,ustyuzhna,58.8394,36.4321,3.86,94,88,2.28,RU,1697492116
395,severobaykal'sk,55.65,109.3167,3.61,78,100,3.27,RU,1697492117
396,lagoa,39.05,-27.9833,19.58,82,40,5.74,PT,1697492117
397,mirny,62.5353,113.9611,0.13,100,100,1.79,RU,1697492117
398,polatsk,55.4859,28.7756,2.82,85,48,4.73,BY,1697492118
399,vigan,17.5747,120.3869,24.8,85,68,1.76,PH,1697492118
400,fortuna,40.5982,-124.1573,19.4,96,75,0.0,US,1697492119
401,aso,32.9551,131.0967,10.98,86,17,1.0,JP,1697492119
402,igrim,63.1906,64.4162,6.12,87,100,2.68,RU,1697492120
403,shingu,33.7333,135.9833,16.31,81,0,2.86,JP,1697492120
404,carnarvon,-24.8667,113.6333,23.12,51,0,5.64,AU,1697492020
405,baharly,38.4362,57.4316,17.69,25,28,2.15,TM,1697492121
406,camana,-16.6228,-72.7111,19.82,77,33,2.7,PE,1697492121
407,mili,6.0815,171.735,28.77,72,99,2.96,MH,1697492122
408,brisas de zicatela,15.8369,-97.0419,31.29,48,40,2.57,MX,1697492010
409,rusape,-18.5278,32.1284,15.7,92,100,2.21,ZW,1697492123
410,bonthe,7.5264,-12.505,25.28,88,84,2.19,SL,1697492123
411,tughyl,47.7252,84.2063,7.5,64,7,4.01,KZ,1697492124
412,pimentel,-6.8367,-79.9342,25.16,61,0,7.72,PE,1697492124
413,hotan,37.0997,79.9269,16.01,21,100,2.31,CN,1697492125
414,puerto rico,-26.796,-55.024,24.21,89,99,2.02,AR,1697492125
415,sake,-1.5736,29.045,16.67,95,86,0.75,CD,1697491594
416,ironwood,46.4547,-90.171,7.67,81,100,2.57,US,1697492016
417,burao,9.5221,45.5336,26.17,41,83,1.66,SO,1697492126
418,mega,4.05,38.3,17.65,74,93,2.91,ET,1697492127
419,broken hill,-31.95,141.4333,11.83,46,0,6.81,AU,1697491885
420,yoshkar-ola,56.6388,47.8908,12.83,62,92,4.02,RU,1697492127
421,bayanhongor,46.7167,100.1167,-3.86,50,81,1.8,MN,1697492128
422,balboa,2.0396,-77.2168,21.83,77,90,2.25,CO,1697492128
423,vrontados,38.4089,26.1328,18.92,68,20,4.63,GR,1697492128
424,kourou,5.1552,-52.6478,30.03,76,17,4.29,GF,1697491615
425,ulsteinvik,62.3432,5.8487,10.07,93,100,6.26,NO,1697492058
426,minas de marcona,-15.2119,-75.1103,19.02,65,38,5.63,PE,1697491566
427,razdol'noye,45.7708,33.4878,9.14,62,3,5.8,UA,1697492130
428,aripuana,-9.1667,-60.6333,26.89,71,76,2.14,BR,1697492041
429,ma'rib,15.4591,45.3253,22.97,22,7,1.5,YE,1697492131
430,bulqize,41.4917,20.2219,11.18,59,100,2.15,AL,1697492131
431,pirmasens,49.2015,7.6053,5.88,59,100,4.55,DE,1697492132
432,al kharijah,25.4514,30.5464,22.16,39,0,2.95,EG,1697492031
433,georgetown,5.4112,100.3354,26.96,89,20,1.54,MY,1697492029
434,totskoye,52.5248,52.7623,9.94,49,1,7.25,RU,1697492133
435,arilje,43.7531,20.0956,3.2,63,100,0.49,RS,1697492133
436,tabas,33.5959,56.9244,20.12,24,20,2.06,IR,1697492134
437,orkney,-26.9802,26.6727,16.38,52,15,2.33,ZA,1697492134
438,extrema,-22.8547,-46.3183,20.64,89,82,1.68,BR,1697492135
439,ola,59.5833,151.2833,2.86,92,100,2.9,RU,1697492135
440,severo-yeniseyskiy,60.3725,93.0408,0.88,90,100,4.02,RU,1697492136
441,sinjai,-5.1241,120.253,25.51,78,93,1.9,ID,1697491587
442,baoshan,46.5586,131.4244,1.49,46,0,4.66,CN,1697492137
443,kone,-21.0595,164.8658,24.38,83,97,2.84,NC,1697491571
444,vikhorevka,56.1201,101.1636,1.77,97,100,4.31,RU,1697492138
445,sur,22.5667,59.5289,27.07,72,0,6.02,OM,1697491968
446,mombetsu,44.3525,143.3525,6.22,80,63,6.47,JP,1697492139
447,levuka,50.1834,-105.4011,20.9,26,75,2.06,CA,1697492139
448,hirara,24.8,125.2833,23.92,68,75,4.63,JP,1697492140
449,kodiak,57.79,-152.4072,9.73,93,40,1.54,US,1697491967
450,butiama,-1.7667,33.9667,17.54,89,65,2.36,TZ,1697492140
451,ryotsu-minato,38.0833,138.4333,14.77,60,3,4.54,JP,1697492141
452,port isabel,26.0734,-97.2086,24.05,55,0,8.23,US,1697492142
453,kem',64.9555,34.5793,3.57,97,100,4.79,RU,1697492142
454,key west,24.5557,-81.7826,28.33,59,75,8.23,US,1697492111
455,tobelo,1.7284,128.0095,26.92,81,85,1.54,ID,1697492040
456,mangai,-4.05,19.5333,23.57,85,98,0.28,CD,1697492143
457,nema,57.5067,50.5011,9.16,58,26,5.88,RU,1697492054
458,salinas de hidalgo,22.6333,-101.7167,20.42,40,87,7.4,MX,1697492144
459,ciudad choluteca,13.3003,-87.1908,27.28,89,97,1.84,HN,1697492145
460,katsuren-haebaru,26.3369,127.8719,24.01,73,20,2.06,JP,1697492146
461,sangueya,10.7,-14.3667,25.1,95,8,1.51,GN,1697492146
462,rosetta,31.4044,30.4164,23.19,64,0,3.71,EG,1697492147
463,cicurug,-6.7814,106.7825,26.83,89,100,0.61,ID,1697492148
464,aktau,43.65,51.2,15.32,36,98,6.78,KZ,1697492148
465,paradise point,-27.8863,153.3957,22.2,59,7,4.02,AU,1697492148
466,leer,53.2316,7.461,8.99,92,100,1.16,DE,1697492149
467,jayapura,-2.5333,140.7,24.66,91,81,2.13,ID,1697491615
468,kongsberg,59.6652,9.6465,5.24,73,98,1.88,NO,1697492150
469,kloulklubed,7.0419,134.2556,24.28,72,37,1.16,PW,1697492150
470,urengoy,65.9667,78.3667,1.17,97,100,1.79,RU,1697492150
471,smithers,54.7804,-127.1743,9.18,93,100,1.54,CA,1697491814
472,pathein,16.7833,94.7333,24.13,94,38,0.85,MM,1697492151
473,penzance,50.1186,-5.5371,14.31,65,100,11.53,GB,1697491967
474,taulaga,-11.0553,-171.0883,28.03,74,98,8.88,AS,1697492152
475,mantua,45.1667,10.7833,13.88,64,100,1.34,IT,1697492152
476,junin,-34.5838,-60.9433,21.05,57,65,5.17,AR,1697492153
477,woodstock,43.1334,-80.7497,10.37,59,10,5.88,CA,1697492153
478,spassk-dal'niy,44.5978,132.8211,4.29,46,1,5.2,RU,1697492154
479,palo santo,-25.5633,-59.3378,38.49,22,29,2.49,AR,1697492154
480,powell river,49.8496,-124.5361,16.3,88,75,7.72,CA,1697492155
481,coruripe,-10.1256,-36.1756,24.07,77,41,3.93,BR,1697492155
482,hobyo,5.3505,48.5268,27.52,78,91,5.45,SO,1697492155
483,inhambane,-23.865,35.3833,20.85,88,100,3.11,MZ,1697492156
484,kaoma,-14.7833,24.8,20.61,76,95,0.67,ZM,1697492156
485,arno,60.1167,18.6333,5.44,72,18,4.3,SE,1697492157
486,hafar al-batin,28.4328,45.9708,24.32,27,0,3.6,SA,1697492157
487,koryukivka,51.7688,32.2481,4.37,72,14,5.58,UA,1697492157
488,port blair,11.6667,92.75,26.02,94,40,1.03,IN,1697492039
489,bereznik,62.8551,42.7072,1.7,91,100,3.02,RU,1697492158
490,khagrachhari,23.1,91.9667,20.54,98,2,0.49,BD,1697492159
491,mana,5.6592,-53.7767,27.66,83,26,4.46,GF,1697492159
492,chortoq,41.0666,71.8553,9.97,31,37,1.32,UZ,1697492160
493,galle,6.0367,80.217,25.37,84,71,0.37,LK,1697492160
494,hemsby,52.6971,1.6918,10.21,94,100,6.27,GB,1697492160
495,prince rupert,54.3161,-130.3201,12.05,100,100,9.77,CA,1697492057
496,aur,8.1499,171.1687,28.33,73,59,4.87,MH,1697492161
497,belmonte,-15.8631,-38.8828,23.67,77,0,3.04,BR,1697492162
498,chita,52.0333,113.55,3.94,56,75,6.0,RU,1697492162
499,khandyga,62.6667,135.6,-15.8,72,48,2.09,RU,1697491604
500,odemira,37.598,-8.6397,22.31,80,88,5.49,PT,1697492163
501,nikolayevsk-on-amure,53.1406,140.73,7.38,94,100,2.97,RU,1697492163
502,morehead city,34.7229,-76.726,18.34,57,75,4.63,US,1697491978
503,onega,63.9061,38.1404,4.3,78,99,6.71,RU,1697492164
504,fisterra,42.9049,-9.2629,20.97,73,100,13.71,ES,1697492164
505,tabou,4.423,-7.3528,24.58,90,90,3.13,CI,1697492165
506,funadhoo,6.15,73.2667,28.11,72,65,5.5,MV,1697492165
507,kirakira,-10.4544,161.9205,27.88,80,87,2.89,SB,1697492166
508,sarkand,45.41,79.9186,6.52,47,6,1.22,KZ,1697491604
509,gdansk,54.3521,18.6464,7.78,86,0,2.06,PL,1697492163
510,nelson bay,-32.7167,152.15,14.44,93,97,4.92,AU,1697492167
511,muncar,-8.4333,114.3333,24.04,92,62,0.15,ID,1697492167
512,rio gallegos,-51.6226,-69.2181,14.03,33,0,9.77,AR,1697492168
513,nanga eboko,4.6833,12.3667,19.79,98,51,0.39,CM,1697492168
514,al bawiti,28.3492,28.8659,20.84,45,0,1.65,EG,1697492002
515,kabalo,-6.05,26.9167,22.93,73,64,2.02,CD,1697492169
516,mejit,10.2753,170.8646,27.97,76,14,7.39,MH,1697491572
517,lerwick,60.1545,-1.1494,10.0,85,100,10.52,GB,1697492170
518,mascota,20.5167,-104.7833,24.06,46,100,1.94,MX,1697492171
519,paracuru,-3.41,-39.0306,27.28,75,8,5.97,BR,1697492105
520,vernon,50.2581,-119.2691,16.24,72,100,1.03,CA,1697492046
521,lautoka,-17.6167,177.4667,26.92,57,20,5.14,FJ,1697492172
522,antsiranana,-12.2787,49.2917,23.03,85,11,3.42,MG,1697492172
523,sanniquellie,7.3622,-8.7061,20.86,100,86,1.07,LR,1697492172
524,alesund,62.4723,6.1549,10.08,89,75,7.72,NO,1697492173
525,saint-louis,16.3333,-15.0,30.8,13,0,3.77,SN,1697492173
526,kyshtovka,56.555,76.6271,6.86,67,84,5.81,RU,1697492174
527,kerikeri,-35.2268,173.9474,18.28,89,21,0.89,NZ,1697492174
528,tanumah,27.1,44.1333,22.46,37,1,4.97,SA,1697491598
529,kolonia,50.9333,6.95,8.81,88,0,2.06,DE,1697491310
530,zemio,5.0314,25.1361,20.92,96,100,1.13,CF,1697492175
531,ouro branco,-20.5208,-43.6919,20.17,74,40,1.96,BR,1697492176
532,al jubayl,27.0112,49.6583,28.61,66,0,1.59,SA,1697492176
533,taroa,8.7058,171.2275,28.42,73,96,5.15,MH,1697492176
534,port douglas,-16.4833,145.4667,23.92,61,64,1.23,AU,1697492029
535,namibe,-15.1961,12.1522,17.52,85,45,1.84,AO,1697491989
536,solnechnyy,50.7214,136.6319,1.13,96,100,4.53,RU,1697491603
537,kanazawa,36.5944,136.6256,17.14,79,0,2.2,JP,1697492178
538,igarka,67.4667,86.5833,-0.3,97,100,4.13,RU,1697491982
539,cachoeira do sul,-30.0392,-52.8939,19.69,99,100,2.58,BR,1697492179
540,mundri,-6.9558,111.71,24.53,83,32,2.25,ID,1697492179
541,turpan,42.9333,89.1667,14.92,35,1,1.07,CN,1697492180
542,shalkar,47.8288,59.6258,10.09,59,0,4.12,KZ,1697492180
543,farmville,37.3021,-78.3919,16.22,59,40,1.54,US,1697492180
544,as saffaniyah,27.9708,48.73,29.16,57,0,6.55,SA,1697492181
545,kurskaya,44.05,44.45,16.58,58,83,3.06,RU,1697492181
546,rabigh,22.7986,39.0349,28.86,64,0,3.27,SA,1697492182
547,flin flon,54.7682,-101.865,14.91,51,0,2.06,CA,1697492041
548,san pedro pochutla,15.7333,-96.4667,32.84,68,91,3.45,MX,1697492182
549,camalu,30.85,-116.0667,24.56,58,6,4.64,MX,1697492183
550,chernushka,56.5072,56.0766,9.14,67,6,6.3,RU,1697492183
551,malango,-2.9627,119.9001,18.88,93,11,0.8,ID,1697492030
552,lethem,3.3803,-59.7968,33.03,62,20,5.14,GY,1697492184
553,coalcoman de vazquez pallares,18.7833,-103.15,24.87,85,82,0.6,MX,1697492184
554,male,4.1748,73.5089,28.97,79,40,5.14,MV,1697492185
555,bangar,16.8936,120.4243,24.38,84,64,1.98,PH,1697492185
556,santa terezinha,-29.9002,-50.0904,19.35,98,100,8.19,BR,1697492064
557,cascais,38.6979,-9.4215,23.06,96,77,10.28,PT,1697492186
558,mazatlan,23.2167,-106.4167,32.73,70,20,4.12,MX,1697492185
559,kiruna,67.8557,20.2251,-4.49,100,75,1.03,SE,1697491618
560,ciudad insurgentes,25.2625,-111.7753,33.88,36,0,5.86,MX,1697492187
561,zhosaly,45.4878,64.0781,10.53,44,0,5.79,KZ,1697492187
562,zeya,53.75,127.2667,-1.95,52,13,1.02,RU,1697492188
